Name	Time	Concentration	STD
Leucine	47	575.99	103.916841
Leucine	65	556.71	27.292651
Leucine	71	556.71	25.56191
Leucine	89	561.53	68.430846
Leucine	95	672.39	40.738981
Leucine	161	625.395	81.397728
Lysine	0	688.6575	7.668573
Lysine	22	616.96	120.403561
Lysine	41	644.675	19.909868
Lysine	47	638.65	118.046956
Lysine	65	635.035	31.167366
Lysine	71	634.4325	38.342865
Lysine	89	656.725	80.618012
Lysine	95	789.275	41.898666
Lysine	161	800.12	103.349388
Methionine	0	216.9	0
Methionine	22	196.415	35.110814
Methionine	41	203.645	7.525223
Methionine	47	208.465	33.589037
Methionine	65	190.39	4.174242
Methionine	71	193.4025	12.780955
Methionine	89	200.03	24.069856
Methionine	95	236.18	10.435606
Methionine	161	237.385	28.079344
Phenylalanine	0	336.195	5.112382
Phenylalanine	22	300.045	63.545901
Phenylalanine	41	213.285	82.830056
Phenylalanine	47	298.84	58.439394
Phenylalanine	65	301.25	16.300938
Phenylalanine	71	301.8525	12.780955
Phenylalanine	89	322.94	40.309006
Phenylalanine	95	392.83	24.069856
Phenylalanine	161	380.78	51.926972
Pyroglutamate	0	0	0
Pyroglutamate	22	0	0
Pyroglutamate	41	0	0
Pyroglutamate	47	0	0
Pyroglutamate	65	0	0
Pyroglutamate	71	0	0
Pyroglutamate	89	0	0
Pyroglutamate	95	0	0
Pyroglutamate	161	0	0
Pyruvate	0	126.123333	0
Pyruvate	22	151.83	0
Pyruvate	41	96.801667	0
Pyruvate	47	81.538333	0
Pyruvate	65	69.086667	0
Pyruvate	71	97.203333	0
Pyruvate	89	83.948333	0
Pyruvate	95	75.111667	0
Pyruvate	161	80.735	0
Serine	0	366.9225	2.556191
Serine	22	271.125	58.177919
Serine	41	228.95	12.695463
Serine	47	191.595	30.886574
Serine	65	134.96	9.09755
Serine	71	155.445	10.224764
Serine	89	89.17	16.300938
Serine	95	101.22	3.615
Serine	161	53.02	9.09755
Threonine	0	639.855	10.224764
Threonine	22	571.17	121.627426
Threonine	41	600.09	14.46
Threonine	47	572.375	104.918071
Threonine	65	601.295	43.430179
Threonine	71	598.2825	12.780955
Threonine	89	638.65	69.190508
Threonine	95	780.84	59.729603
Threonine	161	723	95.848642
Tryptophan	0	68.685	0
Tryptophan	22	63.865	11.044007
Tryptophan	41	59.045	7.525223
Tryptophan	47	63.865	11.044007
Tryptophan	65	62.66	2.087121
Tryptophan	71	63.2625	2.556191
Tryptophan	89	67.48	7.525223
Tryptophan	95	80.735	4.174242
Tryptophan	161	74.71	9.09755
Tyrosine	0	354.27	5.112382
Tyrosine	22	316.915	64.902423
Tyrosine	41	312.095	23.241198
Tyrosine	47	320.53	59.875285
Tyrosine	65	324.145	21.790185
Tyrosine	71	323.5425	17.893337
Tyrosine	89	343.425	45.151336
Tyrosine	95	420.545	26.151554
Tyrosine	161	384.395	52.676558
Valine	0	645.2775	7.668573
Valine	22	553.095	124.337083
Valine	41	568.76	11.044007
Valine	47	538.635	105.021816
Valine	65	556.71	40.254936
Valine	71	558.5175	12.780955
Valine	89	589.245	69.817247
Valine	95	724.205	55.338239
Valine	161	645.88	90.471349
Amonia	0	0	0
Amonia	7	190	0
Amonia	23	700	0
Amonia	48	900	0
Amonia	140	900	0
Urea	0	0	0
Glucose	0	4378.97	0
Glucose	22	4301.85	0
Glucose	41	3836.318333	0
Glucose	47	3598.531667	0
Glucose	65	3786.511667	0
Glucose	71	3474.416667	0
Glucose	89	3398.1	0
Glucose	95	3600.941667	0
Glucose	161	3282.42	0
Lactate	0	1641.841179	121.300291
Lactate	22	2354.10269	96.74303029
Lactate	41	3127.194055	227.8669384
Lactate	47	3562.324068	226.5684625
Lactate	65	3673.868346	117.7187681
Lactate	71	3258.346588	604.082092
Lactate	89	3950.925787	183.0718971
Lactate	95	3641.796146	166.9355217
Lactate	161	4635.690875	619.4933515
Albumin	0	1	0
Albumin	20	2	0
